,iso2c,country,year,EG.CFT.ACCS.ZS,EG.ELC.ACCS.ZS,NY.ADJ.DRES.GN.ZS,NY.ADJ.DFOR.GN.ZS,AG.LND.AGRI.ZS,NV.AGR.TOTL.ZS,ER.H2O.FWTL.ZS,SI.SPR.PCAP.ZG,SH.DTH.COMM.ZS,SL.TLF.0714.ZS,EN.ATM.CO2E.PC,CC.EST,EN.CLC.CDDY.XD,EN.CLC.MDAT.ZS,IC.BUS.EASE.XQ,EG.ELC.COAL.ZS,EG.IMP.CONS.ZS,EG.EGY.PRIM.PP.KD,EG.USE.PCAP.KG.OE,SP.DYN.TFRT.IN,AG.PRD.FOOD.XD,AG.LND.FRST.ZS,EG.USE.COMM.FO.ZS,NY.GDP.MKTP.KD.ZG,EN.CLC.GHGR.MT.CE,SI.POV.GINI,GE.EST,SE.XPD.TOTL.GB.ZS,EN.CLC.HEAT.XD,SH.MED.BEDS.ZS,SI.DST.FRST.20,IT.NET.USER.ZS,SL.TLF.ACTI.ZS,SP.DYN.LE00.IN,SE.ADT.LITR.ZS,EN.MAM.THRD.NO,EN.CLC.PRCP.XD,EN.CLC.SPEI.XD,SH.DYN.MORT,SM.POP.NETM,IP.PAT.RESD,SH.H2O.SMDW.ZS,SH.STA.SMSS.ZS,EN.ATM.PM25.MC.M3,PV.EST,SP.POP.65UP.TO.ZS,EN.POP.DNST,SI.POV.NAHC,SH.STA.OWAD.ZS,SN.ITK.DEFC.ZS,SG.GEN.PARL.ZS,SL.TLF.CACT.FM.ZS,RQ.EST,EG.ELC.RNEW.ZS,EG.FEC.RNEW.ZS,GB.XPD.RSDV.GD.ZS,RL.EST,SE.PRM.ENRR,SE.ENR.PRSC.FM.ZS,IP.JRN.ARTC.SC,IC.LGL.CRED.XQ,ER.PTD.TOTL.ZS,SL.UEM.TOTL.ZS,SP.UWT.TFRT,VA.EST,SE.XPD.TOTL.GD.ZS,iso3c,region,capital,longitude,latitude,income,lending
37,1W,World,2015,58.83701906,86.7787068,NA,NA,37.4218188,3.513252282,NA,NA,20.74402059,NA,NA,NA,NA,NA,NA,39.16759493,20.9690425,5.131163068,NA,2.456029712,NA,30.74426441,79.67629802,2.85293936,NA,NA,NA,NA,NA,NA,NA,41.68848485,66.8982446,71.94789833,85.59638,NA,NA,NA,42.4,NA,1864413,69.5327386,42.72860196,47.22561686,NA,8.222938381,57.64326476,NA,38.4,10.6,22.85216588,66.70306003,NA,22.85445608,18.05375499,NA,NA,102.5117,0.99435,2306637.397,4.947368421,NA,5.21666888,NA,NA,NA,WLD,Aggregates,,,,Aggregates,Aggregates
38,1W,World,2010,56.06917449,83.25143406,NA,NA,37.39758109,3.641614007,NA,NA,24.02562135,NA,4.83498931,NA,NA,NA,NA,40.10961909,-2.095010917,5.795659607,1873.720457,2.516272585,114.4800544,30.86996409,80.77812583,4.279586366,NA,NA,NA,NA,NA,NA,NA,28.75346406,67.29309569,70.55611913,84.1044,NA,NA,NA,51.3,NA,1161617,66.49626009,37.05801786,50.24771686,NA,7.567230731,54.36133256,NA,35.7,11.8,19.15964286,66.86105674,NA,19.56099755,17.25519195,NA,NA,103.1511,0.97113,1954923.589,NA,NA,5.478005908,NA,NA,NA,WLD,Aggregates,,,,Aggregates,Aggregates
39,1W,World,1999,NA,79.46934114,NA,NA,37.76235809,5.208780222,NA,NA,NA,NA,3.986421594,NA,NA,NA,NA,37.64719631,-2.11476684,6.650079596,1623.105342,2.716302287,86.672749,31.22196499,79.7272245,3.271805017,NA,NA,NA,NA,NA,NA,NA,4.629930457,69.59063122,67.29309436,80.55516052,NA,NA,NA,78.9,NA,745200,NA,NA,NA,NA,6.806272247,47.3869559,NA,30.3,NA,13.51831246,67.51257921,NA,18.664584,18.12984203,NA,NA,97.9366684,0.919679999,NA,NA,NA,5.647618863,NA,NA,NA,WLD,Aggregates,,,,Aggregates,Aggregates
40,1W,World,2011,56.63665546,82.14193098,NA,NA,37.50685772,3.680819276,NA,NA,NA,NA,4.975363359,NA,NA,NA,NA,41.00099907,-3.129742467,5.661922152,1880.779106,2.498676068,118.1337182,30.84438914,81.2305623,3.113886322,NA,NA,NA,NA,NA,2.704769281,NA,31.14816301,67.08442026,70.88407764,84.37161,NA,NA,NA,49,NA,1292025,67.1290658,38.16505468,50.76662896,NA,7.667966575,54.99762501,NA,36.2,11.6,19.82915925,66.69021084,NA,19.93282502,17.20977103,NA,NA,103.4867,0.97362,2063336.567,NA,NA,5.345875527,NA,NA,NA,WLD,Aggregates,,,,Aggregates,Aggregates
41,4E,East Asia & Pacific (excluding high income),2004,43.18682304,93.37500134,3.263158179,0.054823925,47.41078069,13.24312513,NA,NA,NA,NA,3.32240831,NA,NA,NA,NA,69.02866274,0.037092227,8.619076327,1122.652183,1.878544076,96.55617984,29.07491111,81.79183147,8.935489057,NA,NA,NA,NA,NA,2.965649856,NA,6.882916179,77.09696002,71.34881742,92.09281158,NA,NA,NA,33.75464842,NA,67758,NA,33.12233133,NA,NA,6.678145159,118.1524071,NA,22.34245303,17.03764619,17.12956642,80.05548633,NA,16.5919058,23.38189281,NA,NA,105.6098175,0.978619993,125908.722,NA,NA,4.413545778,NA,NA,NA,EAP,Aggregates,,,,Aggregates,Aggregates
42,4E,East Asia & Pacific (excluding high income),2006,45.6909254,94.16256304,4.034172556,0.053823425,47.26505846,11.1890142,NA,NA,NA,NA,3.966185839,NA,NA,NA,NA,72.28504227,1.28558531,8.386289146,1298.033595,1.873517888,103.7230687,29.29141267,83.91060117,10.77303949,NA,NA,NA,NA,NA,2.105849519,NA,10.16802448,76.06247795,71.9275697,92.8840332,NA,NA,NA,28.91590572,NA,131049,NA,37.56741153,NA,NA,6.874996107,120.0147255,NA,23.70696467,16.06911524,17.62555823,79.48179839,NA,15.99508194,20.44504538,NA,NA,101.9177628,0.987030029,199116.7064,NA,NA,4.351110959,NA,NA,NA,EAP,Aggregates,,,,Aggregates,Aggregates
43,4E,East Asia & Pacific (excluding high income),2007,46.87377291,94.26830081,4.339955472,0.053843902,47.43054015,10.99114168,NA,NA,NA,NA,4.221746146,NA,NA,NA,NA,73.53631559,2.221774212,8.047461972,1378.853178,1.871054761,108.6387262,29.36797092,84.54844309,12.16029984,NA,NA,NA,NA,NA,NA,NA,14.38495551,75.96752038,72.2123464,93.96150208,NA,NA,NA,27.2858952,-6894219,162249,NA,40.01085188,NA,NA,6.9696599,120.9020514,NA,24.38808237,15.40556656,17.96756967,79.58728553,NA,15.66041542,18.85972645,NA,NA,102.2855911,0.988799989,226454.8525,NA,NA,4.304076924,NA,NA,NA,EAP,Aggregates,,,,Aggregates,Aggregates
44,4E,East Asia & Pacific (excluding high income),2005,44.34542207,93.10415161,3.737551749,0.04506438,47.40227773,12.00883696,NA,NA,NA,NA,3.661958309,NA,NA,NA,NA,70.51771218,0.588995084,8.586910013,1213.651895,1.875995082,100.186923,29.21496228,82.99371948,9.715112411,NA,NA,NA,NA,NA,2.426511776,NA,8.313006093,76.49102878,71.64072954,92.46090698,NA,NA,NA,30.77323793,NA,101484,NA,35.27599597,53.90314615,NA,6.766480439,119.0971032,NA,23.02599399,16.62895127,17.26538344,79.82089563,NA,16.39878957,21.51204478,NA,NA,104.001442,0.982379973,172305.5148,NA,NA,4.470494266,NA,NA,NA,EAP,Aggregates,,,,Aggregates,Aggregates
45,4E,East Asia & Pacific (excluding high income),2003,42.28609024,92.38313508,1.867338857,0.076150671,47.19986491,12.8962246,NA,NA,NA,NA,2.942667207,NA,NA,NA,NA,69.53807597,-1.513799876,8.338307328,1008.96002,1.881637735,91.64667673,28.93475321,80.1321257,8.722407963,NA,NA,NA,NA,NA,2.20020946,NA,5.762590771,77.65259041,71.05126647,91.55072021,NA,NA,NA,34.97680776,NA,58534,NA,31.11752494,NA,NA,6.573006128,117.2016523,NA,21.67260943,17.32598819,16.84143007,80.54461199,NA,15.79378378,26.81217588,NA,NA,106.9941711,0.971319973,91885.64881,NA,NA,4.432202309,NA,NA,NA,EAP,Aggregates,,,,Aggregates,Aggregates
46,4E,East Asia & Pacific (excluding high income),2008,48.23769285,94.7572492,5.806650776,0.05901524,47.56626322,11.05771391,NA,NA,NA,NA,4.503346204,NA,NA,NA,NA,71.53036177,2.456732935,7.665916682,1414.10672,1.869892828,114.2067602,29.44500977,84.39751332,8.432599776,NA,NA,NA,NA,NA,NA,NA,19.27252848,75.71382026,72.49664019,94.20285034,NA,NA,NA,26.49470888,NA,197106,NA,42.5959416,NA,NA,7.058445405,121.7858455,NA,25.0724931,14.56145277,18.23610293,79.349162,NA,17.89419004,18.203902,NA,NA,102.2730789,0.99289,264004.6386,NA,NA,4.456242425,NA,NA,NA,EAP,Aggregates,,,,Aggregates,Aggregates
47,4E,East Asia & Pacific (excluding high income),1998,NA,91.26818523,1.086943262,0.086760147,48.00151294,16.9570614,NA,NA,NA,NA,2.256439683,NA,NA,NA,NA,63.71852137,-5.922948615,8.976635255,806.6130953,1.916995239,75.88531398,28.52872847,75.94768766,1.746888845,NA,NA,NA,NA,NA,2.255705086,NA,0.323181779,80.29411919,69.54577637,89.68923187,NA,NA,NA,46.25336956,NA,14852,NA,NA,NA,NA,5.989579905,111.7304486,NA,18.70173692,NA,17.5318234,81.70690933,NA,18.34317321,32.13984743,NA,NA,105.9740372,0.950129986,NA,NA,NA,3.364549382,NA,NA,NA,EAP,Aggregates,,,,Aggregates,Aggregates
48,4E,East Asia & Pacific (excluding high income),2009,49.50012727,94.57138014,2.674643071,0.047151588,47.71885771,10.63522355,NA,NA,NA,NA,4.727058461,NA,NA,NA,NA,71.26689104,3.803615912,7.584870986,1489.743549,1.869092799,117.3350753,29.52167941,84.68017523,7.69447111,NA,NA,NA,NA,NA,3.875916404,NA,23.78902104,75.44770798,72.78072414,94.50540161,NA,NA,NA,24.35644075,NA,240232,NA,45.3030059,NA,NA,7.153726713,122.6631608,NA,25.8419904,13.56727605,18.49531298,79.09067538,NA,17.96086479,17.60693856,NA,NA,102.1479568,0.996559978,307263.3049,NA,NA,4.395529368,NA,NA,NA,EAP,Aggregates,,,,Aggregates,Aggregates
49,4E,East Asia & Pacific (excluding high income),1999,NA,91.86491033,1.396596635,0.049455745,48.19017603,16.09384402,NA,NA,NA,NA,2.251181382,NA,NA,NA,NA,65.75653438,-4.142369646,8.688813142,818.0724663,1.904930644,79.2600492,28.50801582,76.32184864,6.110552458,NA,NA,NA,NA,NA,2.504883058,NA,0.852457294,80.05874594,69.83606723,90.02454376,NA,NA,NA,44.17672328,NA,16913,NA,NA,NA,NA,6.102487602,112.9138568,NA,19.26527,NA,18.52543214,81.64638449,NA,17.66601865,32.44344259,NA,NA,106.4419403,0.959249973,NA,NA,NA,3.524491702,NA,NA,NA,EAP,Aggregates,,,,Aggregates,Aggregates
50,4E,East Asia & Pacific (excluding high income),2017,NA,97.5916216,1.0832798,0.026908065,NA,8.440645974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.876524029,NA,NA,NA,6.472427998,NA,NA,NA,NA,NA,NA,NA,51.16874466,74.69342884,74.9949516,95.72633,NA,NA,NA,16.38580947,-3791004,1251164,NA,70.94618115,42.53946794,NA,9.050214242,129.9623376,NA,NA,9.351847506,20.06646378,78.10214246,NA,NA,NA,NA,NA,102.3024,1.00585,NA,6.9,12.28804231,3.917116961,NA,NA,NA,EAP,Aggregates,,,,Aggregates,Aggregates
51,4E,East Asia & Pacific (excluding high income),2002,41.21873623,92.13040231,1.730677389,0.052874528,48.1496961,13.74386716,NA,NA,NA,NA,2.560959671,NA,NA,NA,NA,67.23009939,-3.02773213,8.098718537,911.3647644,1.885434849,88.81571348,28.79394436,78.2122792,7.854773806,NA,NA,NA,NA,NA,2.175777414,NA,4.405101888,78.35340772,70.74836525,91.17562866,NA,NA,NA,37.24452188,-5608510,41316,NA,29.26818742,NA,NA,6.454733424,116.22258,NA,21.0082692,17.63497284,18.05923362,80.76069034,NA,18.1134735,29.49171049,NA,NA,108.4389496,0.969099998,NA,NA,NA,4.144065466,NA,NA,NA,EAP,Aggregates,,,,Aggregates,Aggregates
52,4E,East Asia & Pacific (excluding high income),2000,39.18254593,92.25951058,2.499108637,0.050451221,48.2910042,14.82474145,NA,NA,16.50252992,NA,2.310682093,NA,NA,NA,NA,66.92470636,-4.421545211,8.420270977,842.7754897,1.896443691,83.02088153,28.51314928,76.68428394,7.504679993,NA,NA,NA,NA,NA,2.443496547,NA,1.893864676,79.65099681,70.13617334,90.55638885,NA,NA,NA,41.95798688,NA,26458,NA,28.26034831,50.03086242,NA,6.222784719,114.1357655,NA,19.84351892,18.20442221,17.33372703,81.68972995,NA,17.74003223,31.86379539,NA,NA,108.1187668,0.964240015,NA,NA,NA,3.472427999,4.675185037,NA,NA,EAP,Aggregates,,,,Aggregates,Aggregates
53,4E,East Asia & Pacific (excluding high income),2001,40.33924101,92.78741262,2.072866613,0.053696228,48.20539448,14.23863108,NA,NA,NA,NA,2.368345888,NA,NA,NA,NA,65.80824666,-5.017822871,8.194618804,865.0261164,1.890001851,84.98306342,28.6530355,77.14802927,6.706466757,NA,NA,NA,NA,NA,2.403245334,NA,2.777993344,79.08325758,70.44228545,90.79418182,NA,NA,NA,39.61169476,NA,31348,NA,28.54387486,NA,NA,6.336002234,115.2016983,NA,20.41939089,17.96196084,17.57561132,81.20865177,NA,19.55807765,30.62113556,NA,NA,109.9060516,0.968069971,NA,NA,NA,3.860030789,NA,NA,NA,EAP,Aggregates,,,,Aggregates,Aggregates
54,4E,East Asia & Pacific (excluding high income),2010,50.834599,95.07240714,4.017128906,0.041828996,47.7797995,10.28190172,NA,NA,10.86662015,NA,5.106738743,NA,NA,NA,NA,70.64763794,4.805237113,7.589584287,1621.115313,1.869019897,120.0076275,29.59840531,85.5202536,9.776601958,NA,NA,NA,NA,NA,2.996957648,NA,28.979835,75.1841741,73.06626441,94.60775,NA,NA,NA,23.1206904,NA,304623,NA,48.12927113,55.8449762,NA,7.264484982,123.5392539,NA,26.59727714,12.67423727,17.87655081,78.82262653,NA,18.41743167,16.47181744,NA,NA,101.9012,0.99346,338335.108,NA,NA,4.144057157,NA,NA,NA,EAP,Aggregates,,,,Aggregates,Aggregates
55,4E,East Asia & Pacific (excluding high income),2011,52.02175687,95.70111244,5.118461177,0.038064737,47.85331264,10.21780032,NA,NA,NA,NA,5.642372201,NA,NA,NA,NA,72.94057793,3.958611735,7.429321513,1702.017307,1.869387204,123.7691837,29.6327445,86.12799823,8.468535738,NA,NA,NA,NA,NA,3.555388259,NA,32.40445885,75.25878717,73.35512026,94.45593,NA,NA,NA,21.92085118,NA,426807,NA,51.05557971,56.38466186,NA,7.415996668,124.4238779,NA,27.29082665,11.75049741,17.8682336,78.75617723,NA,17.0526809,15.45679224,NA,NA,102.2189,0.99639,359787.4753,NA,NA,4.082022402,NA,NA,NA,EAP,Aggregates,,,,Aggregates,Aggregates
56,4E,East Asia & Pacific (excluding high income),2012,53.22128626,96.05969364,2.850607519,0.031357011,47.92961837,10.04846897,NA,NA,NA,NA,5.773948127,NA,NA,NA,NA,70.25024556,6.270473324,7.188625068,1755.614902,1.870698644,128.5729131,29.66739942,85.69478095,7.509146018,NA,NA,NA,NA,NA,3.64740031,NA,36.08240618,75.26327391,73.64529744,94.67794,NA,NA,NA,20.79787072,-3768254,546345,NA,54.08065717,51.64048658,NA,7.573500997,125.3270775,NA,28.05063436,11.12147421,18.18328791,78.70785823,NA,19.97482252,15.76478738,NA,NA,102.9236,0.99805,359540.3674,NA,NA,4.070454687,NA,NA,NA,EAP,Aggregates,,,,Aggregates,Aggregates
57,4E,East Asia & Pacific (excluding high income),2016,57.32016686,96.97225607,0.914107224,0.027266396,48.81369926,8.952254327,NA,NA,8.721649429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.876299905,NA,29.80511193,NA,6.36845598,NA,NA,NA,NA,NA,NA,NA,48.72880783,74.73337433,74.75561418,95.52339,NA,NA,NA,17.12593075,NA,1209288,NA,67.38873893,42.29950659,NA,8.630884085,129.017303,NA,31.02656174,9.456538892,19.81338196,78.25676121,NA,NA,NA,NA,NA,101.6221,1.00491,469078.4291,6.25,13.00487792,4.002129032,NA,NA,NA,EAP,Aggregates,,,,Aggregates,Aggregates
58,4E,East Asia & Pacific (excluding high income),2015,56.40061936,96.79997734,1.068605361,0.025630748,48.93103394,9.239949704,NA,NA,8.989916423,NA,NA,NA,NA,NA,NA,66.08729405,NA,6.072819375,NA,1.874993254,NA,29.77071478,NA,6.509708361,NA,NA,NA,NA,NA,NA,NA,44.2904169,74.91319193,74.49622762,95.40914,NA,NA,NA,17.94169829,NA,972679,NA,63.91478799,47.37309717,NA,8.264280579,128.0800799,NA,30.31664241,9.629451773,19.70945085,78.33446411,NA,23.39493024,15.86116048,NA,NA,100.7089,1.00161,448409.8374,5.85,NA,4.091427108,NA,NA,NA,EAP,Aggregates,,,,Aggregates,Aggregates
59,4E,East Asia & Pacific (excluding high income),2013,54.42676954,96.25933906,2.230787843,0.027034903,47.99475527,9.836405172,NA,NA,NA,NA,5.791154362,NA,NA,NA,NA,70.21314661,6.619061809,6.958243842,1802.686795,1.872175345,130.467951,29.70192531,85.68097946,7.200882145,NA,NA,NA,NA,NA,NA,NA,39.71641937,75.10804436,73.93437703,94.77902,NA,NA,NA,19.77722516,NA,709167,NA,57.25999612,52.44074727,NA,7.753871578,126.2407298,NA,28.75192051,10.50178327,19.27174349,78.54823804,NA,20.26341575,15.57017503,NA,NA,102.5707,0.99893,393342.4609,5.6,NA,4.063485389,NA,NA,NA,EAP,Aggregates,,,,Aggregates,Aggregates
60,4E,East Asia & Pacific (excluding high income),2014,55.38732601,96.3654182,1.820763378,0.034975921,48.05951173,9.546166935,NA,NA,NA,NA,5.776128446,NA,NA,NA,NA,67.83677363,7.700382741,6.398834033,1876.980818,1.873666421,132.2415104,29.73631997,85.49959455,6.759320584,NA,NA,NA,NA,NA,NA,NA,42.06180275,75.04554917,74.22047205,95.19566,NA,NA,NA,18.84054332,NA,805159,NA,60.5399012,48.12064176,NA,7.97998997,127.1630475,NA,29.52710735,9.98726528,19.02103228,78.47462636,NA,22.30953977,15.85261291,NA,NA,100.4531,1.00244,426884.3211,5.8,NA,4.03207892,NA,NA,NA,EAP,Aggregates,,,,Aggregates,Aggregates
61,7E,Europe & Central Asia (excluding high income),2005,87.53720949,99.83487098,5.831163451,0.001208612,28.05842732,6.957331637,NA,NA,NA,NA,7.337899168,NA,NA,NA,NA,23.01577953,-43.99365445,8.877703595,2896.840288,1.674830747,98.27564424,38.50771253,89.3841842,7.199793097,NA,NA,NA,NA,NA,7.205917948,NA,12.490043,65.31111798,68.38808712,97.49430847,NA,NA,NA,25.6944437,NA,33850,71.62888769,53.32952925,25.67431964,NA,11.51747564,17.35281002,NA,52.64928133,3.959665193,10.83326465,72.91692366,NA,19.59535064,5.706123042,NA,NA,100.154129,0.963419974,68946.41625,NA,NA,8.591850061,NA,NA,NA,ECA,Aggregates,,,,Aggregates,Aggregates
62,7E,Europe & Central Asia (excluding high income),2004,86.66559718,99.86509258,5.170411068,0.001774111,28.10294605,7.834970611,NA,NA,NA,NA,7.297198387,NA,NA,NA,NA,22.55322017,-40.88465362,9.462151967,2890.541533,1.702202442,95.8599422,38.50182368,89.47083854,8.396247599,NA,NA,NA,NA,NA,7.29202346,NA,10.70630464,65.23930373,68.24635944,97.29122925,NA,NA,NA,27.49080971,NA,33466,70.8737114,52.87491419,NA,NA,11.48383167,17.33452942,NA,52.22560376,4.285605753,10.9219994,73.23259599,NA,20.23677389,5.639118136,NA,NA,102.7682419,0.96134001,64146.75725,NA,NA,9.214441556,NA,NA,NA,ECA,Aggregates,,,,Aggregates,Aggregates
63,7E,Europe & Central Asia (excluding high income),2003,85.73735402,99.89445357,4.882216154,0.002317599,28.16595235,8.311411491,NA,NA,NA,NA,7.220902862,NA,NA,NA,NA,24.10527293,-36.65115943,10.1176211,2856.473454,1.670606555,91.77899845,38.4963126,89.72240647,6.642431996,NA,NA,NA,NA,NA,7.593983979,NA,7.300017715,65.1305797,67.91720115,97.12626648,NA,NA,NA,29.41659594,NA,33135,70.1462601,52.45086628,NA,NA,11.30324183,17.31878181,NA,51.75590866,4.75267923,9.390408627,73.73310025,NA,18.19172653,5.31927245,NA,NA,104.8159409,0.957210004,61098.28854,NA,NA,9.503149657,NA,NA,NA,ECA,Aggregates,,,,Aggregates,Aggregates
64,7E,Europe & Central Asia (excluding high income),2007,89.12282285,99.83555041,5.658799518,0.001014172,27.95883155,5.764508806,NA,NA,NA,NA,7.704690485,NA,NA,NA,NA,24.43346452,-44.72137768,7.974222941,3029.368451,1.772126512,100.616245,38.64867457,89.53850031,7.68851027,NA,NA,NA,NA,NA,6.97255787,NA,20.39211524,65.65977596,69.53634569,97.55348969,NA,NA,NA,22.60679382,589572,38813,73.15519196,54.32905396,NA,NA,11.44590634,17.41155881,NA,53.55052167,3.595171914,13.88677948,73.01628413,NA,17.53504163,5.482065683,NA,NA,99.29942322,0.969669998,71709.93845,NA,NA,7.288936382,NA,NA,NA,ECA,Aggregates,,,,Aggregates,Aggregates
65,7E,Europe & Central Asia (excluding high income),2002,84.75925802,99.87075275,4.658178286,0.002591453,28.24225519,8.639680614,NA,NA,NA,NA,6.918526027,NA,NA,NA,NA,23.94395828,-33.5497847,10.39038752,2746.89101,1.661260429,92.04648474,38.4904876,89.40798618,5.480595011,NA,NA,NA,NA,NA,7.767717445,NA,5.011762428,65.44317336,67.78104143,97.05272675,NA,NA,NA,31.46605889,-395018,31769,69.91263992,52.06232916,NA,NA,11.02287237,17.31173297,NA,51.32592622,5.227137747,10.9963336,73.89058781,NA,19.05963172,5.460404931,NA,NA,106.7542191,0.960200012,NA,NA,NA,9.736313705,NA,NA,NA,ECA,Aggregates,,,,Aggregates,Aggregates
66,7E,Europe & Central Asia (excluding high income),2006,88.38895943,99.8674577,6.628101849,0.001410901,28.04980236,6.236574853,NA,NA,NA,NA,7.609083536,NA,NA,NA,NA,24.08406975,-43.42674066,8.489013093,2993.185201,1.703986507,100.6353576,38.58098936,89.45589204,8.228314311,NA,NA,NA,NA,NA,7.165313617,NA,15.02376776,65.36448638,69.01699407,97.45812988,NA,NA,NA,24.09851183,NA,37976,72.4044634,53.82605954,NA,NA,11.53590419,17.38025505,NA,53.12816955,3.756110477,11.49560793,73.22157379,NA,18.81892415,5.563458076,NA,NA,99.15709686,0.968020022,65744.00133,NA,NA,8.092871424,NA,NA,NA,ECA,Aggregates,,,,Aggregates,Aggregates
67,7E,Europe & Central Asia (excluding high income),2009,90.46254481,99.90055554,4.799324496,0.001521545,27.86312024,6.028163248,NA,NA,NA,NA,7.088194636,NA,NA,NA,NA,24.53055442,-49.60654572,7.623336714,2826.573725,1.854094026,112.4733409,38.78432722,88.84451015,-5.951085118,NA,NA,NA,NA,NA,6.889152428,NA,27.46059309,65.88482853,70.46010806,98.08685303,NA,NA,NA,20.10307365,NA,36672,74.62723957,55.76924831,NA,NA,11.17591617,17.53706212,NA,54.45982005,3.422960186,15.00332191,72.52656082,NA,18.28212639,5.947408003,NA,NA,99.11578369,0.979900002,83044.3,NA,NA,8.996582604,NA,NA,NA,ECA,Aggregates,,,,Aggregates,Aggregates
68,7E,Europe & Central Asia (excluding high income),2013,92.61104943,99.97120961,5.481553369,0.002713413,28.1715474,5.189656828,NA,NA,NA,NA,7.733937294,NA,NA,NA,NA,24.17914672,-50.98126429,7.209963963,3077.257076,1.918890029,129.1508421,38.8781037,88.30652965,4.035659955,NA,NA,NA,NA,NA,6.353655488,NA,52.78912919,66.8322205,72.16356056,98.81141,NA,NA,NA,16.40601716,NA,41748,77.29042241,59.48552369,25.09961473,NA,11.13545333,17.93635583,NA,56.37661251,3.142694017,17.60401329,71.76600756,NA,19.60255571,6.38323152,NA,NA,101.8046,0.98653,103677.8,5.75,NA,7.234515832,NA,NA,NA,ECA,Aggregates,,,,Aggregates,Aggregates
69,7E,Europe & Central Asia (excluding high income),2008,89.85161691,99.86111794,6.430882422,0.001650954,27.89846519,5.732109735,NA,NA,NA,NA,7.82422254,NA,NA,NA,NA,26.20226586,-46.01447436,7.733131349,3066.375724,1.843595928,108.535562,38.71725889,89.69124164,4.414694226,NA,NA,NA,NA,NA,6.910107713,NA,23.89932106,65.86945492,69.84325413,97.55825043,NA,NA,NA,21.27566537,NA,38821,73.88841352,54.85062618,NA,NA,11.30243149,17.45964965,NA,54.03109359,3.494168793,14.217639,72.36539867,NA,16.61497251,5.363498903,NA,NA,99.49830627,0.973770022,76186.9,NA,NA,7.286292849,NA,NA,NA,ECA,Aggregates,,,,Aggregates,Aggregates
70,7E,Europe & Central Asia (excluding high income),2016,93.81282095,99.9975693,2.809796975,0.005964024,28.17853687,5.570164504,NA,NA,4.946082404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.960032458,NA,38.90673721,NA,1.743273871,NA,NA,NA,NA,NA,NA,NA,62.5179342,67.66126347,73.05881307,98.98786,NA,NA,NA,14.01428714,NA,39096,77.94321807,61.91030159,24.31862265,NA,11.53097557,18.27239042,NA,57.85827594,3.166961166,18.63434479,71.01799653,NA,NA,NA,NA,NA,99.23688,0.98965,124730.6,6.4,6.917235285,7.503900603,NA,NA,NA,ECA,Aggregates,,,,Aggregates,Aggregates
71,7E,Europe & Central Asia (excluding high income),2014,93.0788323,99.97722716,5.042474022,0.003384894,28.20602613,5.437780518,2.808936744,NA,NA,NA,7.421073334,NA,NA,NA,NA,23.57488486,-51.37785071,6.894378069,3124.699223,1.956359087,128.2817816,38.88892787,89.39678118,2.229524875,NA,NA,NA,NA,NA,NA,NA,56.89945464,66.93756918,72.39869605,98.84282,NA,NA,NA,15.57240116,NA,36068,77.52063204,60.42523814,24.27557194,NA,11.20904132,18.0477291,NA,56.84208354,3.103088683,18.02959052,71.34239055,NA,18.27133688,6.15118411,NA,NA,100.7745,0.98806,108852.4,5.7,NA,7.417088568,8.07538871,NA,NA,ECA,Aggregates,,,,Aggregates,Aggregates
72,7E,Europe & Central Asia (excluding high income),2011,91.65193337,99.92093822,6.859613797,0.002308297,28.07405903,5.696249235,NA,NA,NA,NA,7.886047455,NA,NA,NA,NA,25.01016576,-45.81217132,7.705150358,3131.500791,1.848620623,120.8202829,38.86002537,89.52638166,6.042022837,NA,NA,NA,NA,NA,6.526889308,NA,40.54541107,66.49781682,71.37844752,98.6356,NA,NA,NA,18.13301376,NA,39097,76.02764611,57.62034795,26.37682055,NA,11.07946224,17.72562432,NA,55.4118652,3.280583421,15.79393464,72.17538305,NA,17.54758694,5.563512562,NA,NA,100.1492,0.97861,93024.3,NA,NA,7.800821872,NA,NA,NA,ECA,Aggregates,,,,Aggregates,Aggregates
73,7E,Europe & Central Asia (excluding high income),2017,NA,99.98504685,3.731905513,0.006519873,NA,5.301458907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.944396747,NA,NA,NA,4.027853444,NA,NA,NA,NA,NA,NA,NA,66.58740199,67.98202947,73.39917233,98.96444,NA,NA,NA,13.34449524,1510981,37031,78.12054843,62.61088863,24.43393927,NA,11.77684594,18.37625847,NA,NA,3.199682623,20.312543,71.03217437,NA,NA,NA,NA,NA,97.73418,0.98287,NA,7.05,6.945450384,7.220870965,NA,NA,NA,ECA,Aggregates,,,,Aggregates,Aggregates
